554.425544886049,252.256951826095
563.219851884428,266.393133656879
529.406919155595,293.837872352284
540.454239316161,305.781069773504
529.979807146737,316.812608233103
504.904046118169,337.482580468735
481.870418916205,364.283837168054
444.528605590751,363.124696331607
399.242947771454,377.568166935343
389.371194897746,385.518673660795
349.40101152715,386.262864943231
296.584093316223,399.733176084692
255.112506014886,395.14112897836
231.892058251873,381.610745899815
182.900138186177,384.047826837435
144.593362594409,391.412866287671
97.6044845223327,391.355486991753
76.2873405240516,369.832336416019
25.3459442159233,367.787693918568
-2.51772807922431,339.564858589691
-4.32544009829998,305.063899385148
-29.0748634730908,319.059428923952
-48.733394067969,288.823269911272
-85.2185839268238,262.780524698262
-77.7559980456105,255.630599995351
